type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216821?seid=557394. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216821	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216821?seid=557394	MSB:Mamm:216821	100	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198655; collector number=100; original identifier=NBR-1277; secondary identifier=4211300A0A		http://arctos.database.museum/guid/MSB:Mamm:216821					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216822?seid=193448. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216822	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216822?seid=193448	MSB:Mamm:216822	72	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198657; collector number=72; original identifier=NBR-1279; secondary identifier=42111C335E		http://arctos.database.museum/guid/MSB:Mamm:216822					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216823?seid=1529587. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216823	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216823?seid=1529587	MSB:Mamm:216823	37	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198639; collector number=37; original identifier=NBR-1261; secondary identifier=42112A4B0C		http://arctos.database.museum/guid/MSB:Mamm:216823					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216824?seid=343278. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216824	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216824?seid=343278	MSB:Mamm:216824	251	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198636; collector number=251; original identifier=NBR-1258; secondary identifier=4211161A08	confimed Johne's from histology	http://arctos.database.museum/guid/MSB:Mamm:216824					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216825?seid=1214182. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216825	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216825?seid=1214182	MSB:Mamm:216825	121	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198637; collector number=121; original identifier=NBR-1259; secondary identifier=42112D0D24		http://arctos.database.museum/guid/MSB:Mamm:216825					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216827?seid=1157132. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216827	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216827?seid=1157132	MSB:Mamm:216827	224	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198658; collector number=224; original identifier=NBR-1280; secondary identifier=42110D0B1D		http://arctos.database.museum/guid/MSB:Mamm:216827					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216832?seid=958612. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216832	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216832?seid=958612	MSB:Mamm:216832	231	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198662; collector number=231; original identifier=NBR-1284; secondary identifier=4211336A03		http://arctos.database.museum/guid/MSB:Mamm:216832					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216835?seid=1407677. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216835	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216835?seid=1407677	MSB:Mamm:216835	144	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198790; collector number=144; original identifier=NBR-1413; secondary identifier=42111D7941		http://arctos.database.museum/guid/MSB:Mamm:216835					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216836?seid=1257089. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216836	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216836?seid=1257089	MSB:Mamm:216836	137	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198791; collector number=137; original identifier=NBR-1414; secondary identifier=4211187C60		http://arctos.database.museum/guid/MSB:Mamm:216836					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216837?seid=535841. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216837	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/MSB:Mamm:216837?seid=535841	MSB:Mamm:216837	196	Collector(s): James Derr	1	male				managed		blood (dry)						NK=198792; collector number=196; original identifier=NBR-1415; secondary identifier=4211324820		http://arctos.database.museum/guid/MSB:Mamm:216837					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									male		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-09-18 05:58:18.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216838?seid=1816122. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216838	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216838?seid=1816122	MSB:Mamm:216838	306	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198793; collector number=306; original identifier=NBR-1416; secondary identifier=4211297752		http://arctos.database.museum/guid/MSB:Mamm:216838					<i>Bos bison</i> (accepted ID) identified by unknown on 1999-10-01; method: legacy					1999-10-01		274	274	1999	10	01	10/1/1999								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	1999-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-08-21 05:16:09.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216877?seid=777881. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216877	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216877?seid=777881	MSB:Mamm:216877	4211193D2E	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198933; collector number=4211193D2E; original identifier=NBR-1584; secondary identifier=81AVC8281		http://arctos.database.museum/guid/MSB:Mamm:216877					<i>Bos bison</i> (accepted ID) identified by unknown on 2002-10-01; method: legacy					2002-10-01		274	274	2002	10	01	10/1/2002								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	2002-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-08-21 05:16:09.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216878?seid=749260. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216878	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=male	http://arctos.database.museum/guid/MSB:Mamm:216878?seid=749260	MSB:Mamm:216878	4211170010	Collector(s): James Derr	1	male				managed		blood (dry)						NK=198934; collector number=4211170010; original identifier=NBR-1585; secondary identifier=81AVC8288		http://arctos.database.museum/guid/MSB:Mamm:216878					<i>Bos bison</i> (accepted ID) identified by unknown on 2002-10-01; method: legacy					2002-10-01		274	274	2002	10	01	10/1/2002								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	2002-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									male		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
PhysicalObject	2019-08-21 05:16:09.0	http://arctosdb.org/home/data/		http://vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:216879?seid=1414823. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	http://arctos.database.museum/guid/MSB:Mamm:216879	MSB	14		MSB	Mammal specimens		PreservedSpecimen			sex=female	http://arctos.database.museum/guid/MSB:Mamm:216879?seid=1414823	MSB:Mamm:216879	4211252318	Collector(s): James Derr	1	female				managed		blood (dry)						NK=198935; collector number=4211252318; original identifier=NBR-1586; secondary identifier=81AVC8341		http://arctos.database.museum/guid/MSB:Mamm:216879					<i>Bos bison</i> (accepted ID) identified by unknown on 2002-10-01; method: legacy					2002-10-01		274	274	2002	10	01	10/1/2002								North America, United States, Montana, National Bison Range	North America				United States		Montana			No specific locality recorded.	National Bison Range									Jason L. Malaney		47.32893	-114.22375	World Geodetic System 1984	5175		47.32893/-114.22375			decimal degrees				Jason L. Malaney	2010-05-18	BioGeoMancer	BioGeomancer Workbench	unverified																					A		unknown	2002-10-01		legacy				Bos bison					Animalia; Chordata; Mammalia; Artiodactyla; Bovidae;  Linnaeus, 1758	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		bison		species				ICZN									female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2019-07-07)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2019-07-07	2019-09-22	no migrator	0	1	1	0	0	specimen	0
